City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
569,xiangxiang,27.7333,112.5333,33.78,58,49,1.9,CN,1690614182
570,labrador city,52.9463,-66.9114,12.95,88,100,3.6,CA,1690614183
571,tughyl,47.7252,84.2063,19.21,66,10,3.74,KZ,1690614183
572,buka,40.8108,69.1986,38.55,13,0,3.22,UZ,1690614184
573,pyapon,16.2833,95.6833,29.89,75,87,6.95,MM,1690614184
574,pimentel,-6.8367,-79.9342,21.16,88,75,7.2,PE,1690613935
575,saynshand,44.8824,110.1163,35.51,21,0,2.01,MN,1690614185
576,prince george,53.9166,-122.753,13.47,85,0,2.06,CA,1690614034
577,rio grande,-32.035,-52.0986,3.86,76,13,2.33,BR,1690614104
578,cova figueira,14.8905,-24.2934,22.5,79,10,7.48,CV,1690614186
579,umm kaddadah,13.6017,26.6876,31.06,48,100,4.37,SD,1690614187
580,pozoblanco,38.3791,-4.8483,22.62,38,0,1.19,ES,1690614187
581,aktau,43.65,51.2,30.32,61,11,10.33,KZ,1690614188
582,kegeyli shahar,42.7767,59.6078,37.05,14,0,4.85,UZ,1690614188
583,aykhal,66.0,111.5,24.58,30,5,3.06,RU,1690614188
584,weligama,5.9667,80.4167,29.3,73,89,6.38,LK,1690614189
585,talsi,57.2456,22.5814,18.84,60,0,3.64,LV,1690614189
586,keren,15.7778,38.4581,25.86,58,100,2.92,ER,1690614190
587,pagar alam,-4.0167,103.2667,24.38,90,99,0.94,ID,1690614190
588,castillos,-34.1667,-53.8333,4.2,89,9,1.03,UY,1690614191
589,bodo,67.28,14.405,17.19,85,75,2.57,NO,1690614191
590,avare,-23.0986,-48.9258,13.79,96,15,4.27,BR,1690614112
591,cuero,29.0939,-97.2892,27.6,89,5,2.56,US,1690614192
592,kayyerkan,69.3786,87.7439,25.72,61,100,5.65,RU,1690614192
